CodigoLicitacion;Numero;Nombre;CodigoEstado;Estado;Descripcion;Tipo;CodigoTipo;TipoConvocatoria;Moneda;Etapas;EstadoEtapas;C_CodigoOrganismo;C_NombreOrganismo;C_RutUnidad;C_CodigoUnidad;C_Unidad;C_DireccionUnidad;C_ComunaUnidad;C_RegionUnidad;C_RutUsuario;C_CodigoUsuario;C_Usuario;C_Cargo;FechaCreacion;FechaCierre;FechaInicio;FechaFinal;FechaPubRespuestas;FechaActoAperturaTecnica;FechaActoAperturaEconomica;FechaPublicacion;FechaAdjudicacion;FechaEstimadaAdjudicacion;FechaSoporteFisico;FechaTiempoEvaluacion;FechaEstimadaFirma;FechaVisitaTerreno;FechaEntregaAntecedentes;FechaInicioContrato;DiasCierreLicitacion;Informada;TomaRazon;EstadoPublicidadOfertas;JustificacionPublicidad;Contrato;Obras;CantidadReclamos;UnidadTiempoEvaluacion;DireccionVisita;DireccionEntrega;Estimacion;FuenteFinanciamiento;VisibilidadMonto;MontoEstimado;JustificacionMonto;Tiempo;UnidadTiempo;Modalidad;TipoPago;Resp_Pago;Resp_Email_Pago;Resp_Contrato;Resp_Email;Resp_Fono;ProhibicionContratacion;SubContratacion;UnidadTiempoDuracion;TiempoDuracionContrato;TipoDuracionContrato;ObservacionContract;ExtensionPlazo;EsBaseTipo;UnidadTiempoContratoLicitacion;ValorTiempoRenovacion;PeriodoTiempoRenovacion;EsRenovable;CodigoBIP;Adj_Tipo;Adj_Fecha;Adj_Numero;Adj_NumeroOferentes;Adj_UrlActa;DescripcionTipoLicitacion;DescripcionMoneda;DescripcionTipoConvocatoria;DescripcionEstimacion;DescripcionTipoPago;DescripcionUnidadTiempoEval;DescripcionUnidadTiempoDuracion;DescripcionAdjTipo;Informada_Desc;TomaRazon_Desc;Contrato_Desc;Obras_Desc;VisibilidadMonto_Desc;SubContratacion_Desc;ExtensionPlazo_Desc;EsBaseTipo_Desc;EsRenovable_Desc
1057922-44-LQ21;;REP. DE EQUIPOS DE CITOPATOLOGÍA PARA HBSJO;8;Adjudicada;Se requiere la reposición de equipos de Anatomía Patológica para el Hospital Base San José. Los equipos a reponer se encuentran con su vida útil cumplida y en un regular estado. Esto ha provocado demoras en los procesos que se deben llevar a cabo desde que se toma la muestra hasta que es analizada por el médico patólogo.;LQ;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057922;Activos Fijos;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1509881;Ariela Acevedo;PROFESIONAL APOYO;2021-09-06T17:00:34.443;2021-10-08T15:00:00;2021-09-15T17:30:00;2021-09-23T15:00:00;2021-09-27T17:00:00;2021-10-08T15:01:00;2021-10-08T15:01:00;2021-09-15T17:15:00;2021-11-08T14:10:18.51;2021-11-05T16:00:00;;;2021-11-26T00:00:00;;;2021-09-15T17:30:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;730;1;11;4;RODRIGO MARTINEZ ALVARADO;;Mauricio Castillo Rodríguez;;;;0;2;730; ;;0;0;2;0; ;0;;2;2021-11-08T00:00:00;11057;16;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=HfS+Z462THKO1n6rDNDxna9V7JBTRUs+Ote1sdk/JLQ=;;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Días;Resolución;No;No;No;;No;No;No;No;No
1057922-50-LE21;;Reposición Equipos para Central de Alimentación del HPO;8;Adjudicada;Reposición de Equipos y Equipamiento priorizado para el Hospital de Puerto Octay, de acuerdo al presupuesto asignado para el año 2021. Esta compra contempla la adquisición de equipos para las unidades de apoyo de la Central de Alimentación (UCA).;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057922;Activos Fijos;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1509881;Ariela Acevedo;PROFESIONAL APOYO;2021-09-30T00:00:00;2021-10-18T15:00:00;2021-10-07T17:00:00;2021-10-12T15:00:00;2021-10-13T15:00:00;2021-10-18T15:01:00;2021-10-18T15:01:00;2021-10-07T16:34:05.607;2021-11-09T17:12:42.26;2021-11-18T17:00:00;;1900-01-16T00:00:00;2021-12-10T00:00:00;;;2021-10-07T17:00:00;0;0;0;1;;2;0;290;2;;;2;;0;0.0;;24;2;11;4;RODRIGO MARTINEZ ALVARADO;;Mauricio Castillo Rodríguez;;;;0;4;24; ;;0;0;2;0; ;0;;2;2021-11-09T00:00:00;11085;3;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=FJLqsOh2pZ6Sca11Z1ecmwBAu6cpcBbLY8+S/SS2ljM=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Días;Meses;Resolución;No;No;;;No;No;No;No;No
1180747-7-LE21;;ADQUISICIÓN ELECTROBISTURÍ PARA PROGRAMA PRENEC;8;Adjudicada;El objetivo es disponer de un equipo con las características técnicas adecuadas para la extracción de lesiones precursoras de cáncer en usuarios con pólipos detectados a través del programa Prenec, mediante polipectomía con electrocirugía bipolar, ya que la detección y extirpación de estos pólipos disminuye la incidencia de Cáncer Colorrectal.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1180747;Compras Convenio GORE Region de Los Lagos;AV. DECIMA REGION 480;Puerto Montt;Región de los Lagos ;;1509881;Ariela Acevedo;PROFESIONAL APOYO;2021-10-04T09:45:58.54;2021-10-18T15:00:00;2021-10-07T16:00:00;2021-10-12T17:00:00;2021-10-13T17:00:00;2021-10-18T15:01:00;2021-10-18T15:01:00;2021-10-07T15:14:20.92;2021-11-10T12:40:39.19;2021-11-18T17:00:00;;1900-01-16T00:00:00;2021-12-10T00:00:00;;;2021-10-07T16:00:00;0;0;0;1;;1;0;290;2;;;2;;0;0.0;;24;2;11;4;RODRIGO MARTINEZ ALVARADO;;Mauricio Castillo Rodríguez;;;;0;4;24; ;;0;0;2;0; ;0;;2;2021-11-10T00:00:00;11090;2;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LnURIxtIxjZuHYY3vDlSzH7akeVmLb+qA66NFpshDPk=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Días;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1057922-53-LE21;;ADQUISICIÓN EQUIPOS PARA ÁREA ADMINISTRATIVA DEL MEJORAMIENTO HPO;8;Adjudicada;Reposición de equipos y equipamiento priorizado para el Hospital de Puerto Octay, de acuerdo al presupuesto asignado para el año 2021. Esta compra contempla la adquisición de equipos para el área administrativa del Hospital.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057922;Activos Fijos;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1509881;Ariela Acevedo;PROFESIONAL APOYO;2021-10-15T00:00:00;2021-11-02T15:01:00;2021-10-25T15:00:00;2021-10-27T15:00:00;2021-10-28T15:00:00;2021-11-02T15:02:00;2021-11-02T15:02:00;2021-10-25T14:35:53.51;2021-11-11T17:45:33.637;2021-11-22T17:00:00;;1900-01-16T00:00:00;2021-12-14T00:00:00;;;2021-10-25T15:00:00;0;0;0;1;;1;0;290;2;;;2;;0;0.0;;24;2;11;4;RODRIGO MARTINEZ ALVARADO;;Celia Castro;;;;0;4;24; ;;0;0;2;0; ;0;;2;2021-11-11T00:00:00;11095;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Cp5syFSNhFjCY3KHHr5i2/4rH/TAl1Aguj+5nMOrlxU=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Días;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1057532-91-L121;;"Curso ""Fortalecimiento y Promoción de la lactancia Materna para equipos de Salud de la Red Asistencial"""".";8;Adjudicada;"Curso ""Fortalecimiento y Promoción de la lactancia Materna para equipos de Salud de la Red Asistencial"""", para 35 profesionales que realizan intervenciones en lactancia materna desde una perspectiva promotora de la salud infantil y familiar en los Centros de Salud de la provincia de Osorno";L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;LICEO AMELIA COURBIS A-07, EN 4 ORIENTE ESQUINA 1 NORTE N° 1210 TALCA;Talca;Región del Maule ;;6060;Rubén Uribe;Administrativo;2021-10-14T12:11:10.297;2021-10-26T15:00:00;2021-10-20T08:21:07.313;2021-10-22T15:00:00;2021-10-23T17:00:00;2021-10-26T15:05:00;2021-10-26T15:05:00;2021-10-20T08:21:07.313;2021-11-15T17:52:10.923;2021-11-10T17:00:00;;;;;;2021-10-20T08:21:07.313;0;0;0;1;Todas las ofertas técnicas serán visibles al público en general, través del portal www.mercadopublico.cl, desde el momento de la apertura electrónica.;0;0;290;2;;;2;;1;1600000.0;1;;2;0;-1;;;;;;;1;0;0; ;;0;0;0;0; ;0;;2;2021-11-12T00:00:00;11143;10;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Pex0e1pVwbSrCKNf5005aBja8y9p0T5p/N/urQFKmpM=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;;Días;;Resolución;No;No;No;;Sí;Sí;No;No;No
1057532-70-L121;;ADQUISICION DE CONFECCION E IMPRESION DE LAMINAS TIPO POSTER;8;Adjudicada;ADQUISICION DE CONFECCION E IMPRESION DE LAMINAS TIPO POSTER (algoritmos AHA adjuntos al presente). Herramienta visual de apoyo al equipo clínico de los dispositivos de urgencia, para el manejo adecuado de las consultas e estos dispositivos y que requieran soporte vital, favoreciendo la entrega de una atención segura y oportuna acorde al cuadro de salud.;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;Lautaro 89, Angol;Angol;Región de la Araucanía ;;1590644;JACQUELINE  OYARZUN ALVAREZ;Comprador administrativo;2021-09-20T10:42:12.99;2021-10-04T15:10:00;2021-09-29T17:09:46.237;2021-09-30T15:10:00;2021-10-01T15:10:00;2021-10-04T15:30:00;2021-10-04T15:30:00;2021-09-29T17:09:46.237;2021-11-15T10:47:54.62;2021-11-15T15:10:00;;;;;;2021-09-29T17:09:46.237;0;0;0;1;Todas las ofertas técnicas serán visibles al público en general, través del portal www.mercadopublico.cl, desde el momento de la apertura electrónica.;0;0;290;2;;;1;;1;3135000.0;0;;2;0;-1;;;;;;;1;0;0; ;;0;0;0;0; ;0;;2;2021-11-12T00:00:00;N°11106;6;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=nzprQsQpC7GFN/5zAdMPj7jjn7dwC1xdZ46e/OXV4lk=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Presupuesto Disponible;;Días;;Resolución;No;No;No;;Sí;Sí;No;No;No
1057922-47-LE21;;REP. EQUIPOS Y EQUIPAMIENTO PARA CLÍNICAS DENTALES;8;Adjudicada;Se requiere la reposición de 7 clínicas dentales que se encuentran ubicadas actualmente a 2km del Hospital Base Osorno, en el edificio del ex traumatológico. Dichos box dentales, funcional en el lugar desde el año 1966 y no pudieron ser normalizados el año 2012, cuando se trasladaron 14 box dentales a las dependencias del Hospital Base.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057922;Activos Fijos;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1509881;Ariela Acevedo;PROFESIONAL APOYO;2021-09-16T16:06:45.077;2021-10-18T15:00:00;2021-10-06T16:00:00;2021-10-12T15:00:00;2021-10-13T16:00:00;2021-10-18T15:01:00;2021-10-18T15:01:00;2021-10-06T15:39:00;2021-11-15T09:10:31.233;2021-11-18T17:00:00;;1900-01-16T00:00:00;2021-12-10T00:00:00;;;2021-10-06T16:00:00;0;0;0;1;;1;0;290;2;;;2;;0;0.0;;12;2;11;4;RODRIGO MARTINEZ ALVARADO;;Mauricio Castillo Rodríguez;;;;0;4;12; ;;0;0;2;0; ;0;;2;2021-11-12T00:00:00;11113;7;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=XYyUXh2p1m2X88DOj1ilKnEDymBd3U4i1bJmFQGyVao=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Días;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1057532-61-LE21;;Suministro Leña para Dispositivos SSO año 2022;8;Adjudicada;Proveer de leña para calefacción a CDR Kumelen, Comunidad Terapéutica Peulla (Residencial y Ambulatoria) y Prais, establecimientos dependientes del Servicio de Salud Osorno.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1529595;Ivan Vargas Ojeda;Comprador Administrativo;2021-08-27T00:00:00;2021-09-30T15:00:00;2021-09-20T11:35:00;2021-09-24T17:00:00;2021-09-27T17:00:00;2021-09-30T15:01:00;2021-09-30T15:01:00;2021-09-20T09:49:01.677;2021-11-16T16:28:37.883;2021-11-02T18:00:00;;1900-01-16T00:00:00;;;;2021-09-20T11:35:00;0;0;0;1;;1;0;290;2;;;2;Servicio de Salud Osorno - Fondos Propios;0;0.0;;12;2;11;4;Rodrigo Martinez Alvarado;;Celia Castro Muñoz;;;De acuerdo a Numeral 7.4 de las Bases Administrativas.;0;4;12; ;;0;0;2;0; ;0;;2;2021-11-15T00:00:00;11149;3;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=s4u0fr6h+Zwll1hXOxHBeEfDcU0i/ugw5vC5DWp2Iuo=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Días;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1057532-73-LE21;;CONVENIO SERVICIOS DE MANTENCIÓN DE EQUIPOS CRITICOS DE ESTABLECIMIENTOS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO PERIODO 2022-2023;8;Adjudicada;La presente licitación tiene como objetivo la “Compra Servicios de Mantención de Equipos de críticos de Establecimientos dependientes del Servicio Salud Osorno Periodo 2022-2023”;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1408209;Rosa Vasquez;Jefe S Subdepartamento Abastecimiento SSO;2021-09-22T00:00:00;2021-10-18T15:00:00;2021-10-07T16:30:00;2021-10-12T17:00:00;2021-10-13T17:00:00;2021-10-18T15:30:00;2021-10-18T15:30:00;2021-10-07T15:56:36.793;2021-11-17T12:03:18.423;2021-11-16T17:00:00;;;;;;2021-10-07T16:30:00;0;0;0;1;;1;0;290;1;;;2;;0;0.0;;24;1;11;4;RODRIGO MARTINEZ ALVARADO;;Khris Silva Vargas;;;Según numeral 7.5 de las bases.;0;4;24; ;;0;0;2;0; ;0;;2;2021-11-16T00:00:00;11205;3;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PDuLm9mmkLEyBzk2vmlKK7lviDCaFTCbWDTJJ+/AEtY=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1057532-59-L121;;Adquisicion de Turbinas Dentales;8;Adjudicada;Proveer instrumental rotatorio que permita una atención odontológica sin riesgo de contagio para el paciente y los funcionarios de salud, de acuerdo a norma técnica 199/2018 sobre esterilización y desinfección de alto nivel y uso de artículos médicos estériles en establecimientos de salud.;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;Lautaro 89, Angol;Angol;Región de la Araucanía ;;1529595;Ivan Vargas Ojeda;Comprador Administrativo;2021-08-25T15:48:39.873;2021-11-03T13:00:00;2021-10-28T14:03:34.297;2021-10-29T17:00:00;2021-11-02T17:00:00;2021-11-03T13:01:00;2021-11-03T13:01:00;2021-10-28T14:03:34.297;2021-11-17T16:30:19.747;2021-12-03T20:00:00;;;;;;2021-10-28T14:03:34.297;0;0;0;1;Todas las ofertas técnicas serán visibles al público en general, través del portal www.mercadopublico.cl, desde el momento de la apertura electrónica.;0;0;290;2;;;1;;1;3568576.0;0;;2;0;-1;;;;;;;1;0;0; ;;0;0;0;0; ;0;;2;2021-11-17T00:00:00;11213;12;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6WTG4tctcTkyxbcnxdCAUvSCzhMbPTp5c9uvqHuHzos=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Presupuesto Disponible;;Días;;Resolución;No;No;No;;Sí;Sí;No;No;No
1057532-74-LE21;;CONVENIO SERVICIOS DE MANTENCIÓN DE EQUIPOS MEDICOS DE ESTABLECIMIENTOS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO PERIODO 2022-2023;8;Adjudicada;La presente licitación tiene como objetivo la “Compra Servicios de Mantención de Equipos médicos de Establecimientos dependientes del Servicio Salud Osorno Periodo 2022-2023”.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1408209;Rosa Vasquez;Jefe S Subdepartamento Abastecimiento SSO;2021-09-22T00:00:00;2021-10-18T15:00:00;2021-10-07T16:45:00;2021-10-12T17:00:00;2021-10-13T17:00:00;2021-10-18T15:30:00;2021-10-18T15:30:00;2021-10-07T16:13:40.04;2021-11-17T12:03:56.93;2021-11-16T17:00:00;;;;;;2021-10-07T16:45:00;0;0;0;1;;1;0;290;1;;;2;;0;0.0;;24;1;11;4;RODRIGO MARTINEZ ALVARADO;;Khris Silva Vargas;;;Según numeral 7.5 de las bases.;0;4;24; ;;0;0;2;0; ;0;;2;2021-11-16T00:00:00;11204;3;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ip6WgtY13oRiSdeldh0Zp78XBjcARWsOTC942O7Eq48=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1057532-64-LE21;;SUMINISTRO DE CHIP PARA CALDERAS DE HOSPITAL PÜ MÜLEN DE QUILACAHUIN Y HOSPITAL FÜTA SRÜKA LAWENCHE DE SAN JUAN, ESTABLECIMIENTOS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO, POR UN PERIODO DE 12 MESES;8;Adjudicada;La presente tiene por objeto la contratación del Suministro de chip para calderas de Hospital Pü Mülen de Quilacahuin y Hospital Füta Srüka Lawenche de San Juan, establecimientos dependientes del Servicio De Salud Osorno, por un periodo de 12 meses.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;1590644;JACQUELINE  OYARZUN ALVAREZ;Comprador administrativo;2021-09-02T00:00:00;2021-09-20T15:06:00;2021-09-10T13:20:00;2021-09-13T17:00:00;2021-09-15T17:00:00;2021-09-20T15:10:00;2021-09-20T15:10:00;2021-09-10T11:01:21.49;2021-11-18T12:57:08.61;2021-11-30T18:00:00;;1900-01-16T00:00:00;;;;2021-09-10T13:20:00;0;0;0;1;;1;0;290;2;;;2;Recursos Propios de cada Hospital;0;0.0;;12;2;11;1;Rodrigo Martínez Alvarado;;Celia Castro;;;Según el 7.4 de las bases adjuntas;0;4;12; ;;0;0;2;0; ;0;;2;2021-11-17T00:00:00;N°11216;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=GQ8deBmDehwoWJUWq7Cpgnxevq1xLf9KLYh4eLrgvQo=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Días;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1057532-72-L121;;Arriendo de Programa Radial;8;Adjudicada;Se requiere realizar 22 programas radiales de 30 minutos distribuidos en los meses de Octubre a Diciembre 2021.;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;LICEO AMELIA COURBIS A-07, EN 4 ORIENTE ESQUINA 1 NORTE N° 1210 TALCA;Talca;Región del Maule ;;1545488;PAULINA NICOLE LONCOPAN CARRILLO;PROFESIONAL APOYO;2021-09-21T17:01:04.85;2021-10-12T17:00:00;2021-10-05T11:32:05.87;2021-10-06T17:00:00;2021-10-07T17:00:00;2021-10-13T12:00:00;2021-10-13T12:00:00;2021-10-05T11:32:05.87;2021-11-18T10:16:02.043;2021-11-12T17:00:00;;;;;;2021-10-05T11:32:05.87;0;0;0;1;Todas las ofertas técnicas serán visibles al público en general, través del portal www.mercadopublico.cl, desde el momento de la apertura electrónica.;0;0;290;2;;;2;;1;2100000.0;1;;2;0;-1;;;;;;;1;0;0; ;;0;0;0;0; ;0;;2;2021-11-17T00:00:00;11211;2;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=R1DDvMH0TYYU4AQyp2eiuAeKNt0J89JuPDqpvSsyna4=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;;Días;;Resolución;No;No;No;;Sí;Sí;No;No;No
1057922-52-L121;;ADQ. DE MOBILIARIO MEJORAMIENTO DROGUERIA SSO;7;Desierta (o art. 3 ó 9 Ley 19.886);SE REQUIERE LA ADQUISICION DE EQUIPÁMIENTO PARA EL MEJORAMIENTO DE LA DROGUERIA QUE PERMITAN BRINDAR UN MEJOR SERVICIO A LOS USUARIOS;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057922;Activos Fijos;Victoria 370,Osorno.;Osorno;Región de los Lagos ;;1529595;Ivan Vargas Ojeda;Comprador Administrativo;2021-10-13T17:13:13.38;2021-11-08T15:00:00;2021-11-02T15:13:13.19;2021-11-03T17:00:00;2021-11-04T17:00:00;2021-11-08T15:01:00;2021-11-08T15:01:00;2021-11-02T15:13:13.19;2021-11-18T16:08:36.483;2021-12-06T18:00:00;;;;;;2021-11-02T15:13:13.19;0;0;0;1;Todas las ofertas técnicas serán visibles al público en general, través del portal www.mercadopublico.cl, desde el momento de la apertura electrónica.;0;0;290;2;;;2;;0;0.0;0;;2;0;-1;;;;;;;0;0;0; ;;0;0;0;0; ;0;;;;;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=OZJI5fN9iLSwLE4iq+yf4/xqLYcOSNPV2Cf2S8w+LMQ=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;;Días;;;No;No;No;;No;No;No;No;No
1057532-92-L121;;"CAPACITACIÓN : HERRAMIENTAS PRACTICAS FRENTE A DEVELACIÓN DE SUICIDALIDAD""";8;Adjudicada;ACTIVIDAD DE CAPACITACIÓN HERRAMIENTAS PRACTICAS FRENTE A DEVELACIÓN DE SUICIDALIDAD EN ATENCIÓN PRIMARIA DE SALUD ACTIVIDAD TELEMÁTICA A REALIZARSE EN NOVIEMBRE 2021, 20 HORAS  PEDAGÓGICAS;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;LICEO AMELIA COURBIS A-07, EN 4 ORIENTE ESQUINA 1 NORTE N° 1210 TALCA;Talca;Región del Maule ;;6060;Rubén Uribe;Administrativo;2021-10-15T11:30:28.69;2021-11-05T15:00:00;2021-10-27T15:00:00;2021-10-29T16:00:00;2021-11-02T17:00:00;2021-11-05T15:05:00;2021-11-05T15:05:00;2021-10-27T15:00:00;2021-11-23T11:12:09.007;2021-11-15T15:46:00;;;;;;2021-10-27T15:00:00;0;0;0;1;Todas las ofertas técnicas serán visibles al público en general, través del portal www.mercadopublico.cl, desde el momento de la apertura electrónica.;0;0;290;2;;;2;;1;2000000.0;1;;2;0;-1;;;;;;;1;0;0; ;;0;0;0;0; ;0;;2;2021-11-23T00:00:00;11657;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rimap1eQLYKgRwTqVJ3vqRL06DVl2re5HVhIGDY0Qfc=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;;Días;;Resolución;No;No;No;;Sí;Sí;No;No;No
1057532-57-LP21;;ADQUISICIÓN 12 CUPOS DE RESIDENCIA PROTEGIDA SSO;8;Adjudicada;ADQUISICIÓN  12 CUPOS DE RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO, EN LA CIUDAD DE OSORNO;LP;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;1057532;Bienes y Servicios;Av. Juan Mackenna N°825, Edificio Plaza Sur;Osorno;Región de los Lagos ;;621550;Lesly Andrea Díaz Aburto;Administrativo;2021-08-23T14:46:11.07;2021-10-05T15:30:00;2021-09-16T15:30:00;2021-09-21T17:00:00;2021-09-22T17:00:00;2021-10-05T15:30:00;2021-10-05T15:30:00;2021-09-16T15:21:39.767;2021-11-24T17:27:05.807;2021-12-06T17:00:00;;;;;;2021-09-16T15:30:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;12;1;11;4;RODRIGO MARTINEZ;;Celia Castro;;;DE ACUERDO A LAS BASES DE LICITACIÓN ADJUNTAS;0;4;12; ;;0;0;2;0; ;0;;2;2021-11-24T00:00:00;11768;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=FRqBj8RMgD/ADyvhe7IBxwMUOXAnUysBStBSexzjXso=;Licitación Pública Mayor a 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Meses;Resolución;No;No;No;;No;No;No;No;No
